You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
         351 | Diverse Handmade Granite Pants                | lime       |  246 |          766.43 |     635
         352 | Digitized Sleek Granite Bike                  | red        |  923 |           828.3 |     681
         353 | Open-architected Licensed Fresh Shoes         | black      |  624 |          378.67 |      22
         354 | De-engineered Rustic Rubber Shirt             | cyan       |  709 |          312.85 |      61
         355 | Centralized Fantastic Frozen Cheese           | violet     |  886 |           24.76 |     791
         356 | Vision-oriented Generic Fresh Soap            | pink       |  566 |          211.25 |     174
         357 | User-centric Ergonomic Granite Cheese         | cyan       |  455 |          130.78 |     363
         358 | Down-sized Awesome Rubber Sausages            | silver     |  182 |          470.17 |     893
         359 | Open-source Generic Fresh Sausages            | black      |  802 |          699.36 |     759
         360 | Networked Tasty Steel Pants                   | green      |  947 |          921.43 |     344
         361 | Upgradable Awesome Fresh Cheese               | gold       |  808 |          732.18 |     362
         362 | Object-based Ergonomic Metal Computer         | magenta    |  761 |          322.44 |     403
         363 | Seamless Ergonomic Steel Mouse                | green      |  671 |          134.13 |     337
         364 | Synchronised Unbranded Frozen Mouse           | olive      |  830 |           685.8 |     662
         365 | Reverse-engineered Gorgeous Rubber Towels     | salmon     |  619 |          951.63 |     397
         366 | Extended Unbranded Rubber Shoes               | azure      |  706 |          181.31 |     355
         367 | Automated Small Cotton Sausages               | orange     |  950 |          542.31 |     356
         368 | Reduced Handcrafted Cotton Ball               | ivory      |  339 |          103.18 |     508
         369 | Object-based Handcrafted Frozen Hat           | orchid     |  906 |          612.22 |     508
         370 | Vision-oriented Handcrafted Metal Cheese      | ivory      |  856 |          524.32 |     994
         371 | Front-line Generic Cotton Table               | turquoise  |  913 |          420.17 |     105
         372 | Decentralized Rustic Metal Keyboard           | turquoise  |  588 |          736.17 |     231
         373 | Down-sized Generic Concrete Keyboard          | grey       |  244 |          485.13 |     408
         374 | Profit-focused Generic Cotton Chips           | white      |  537 |          659.23 |     225
         375 | Public-key Handcrafted Fresh Car              | black      |  369 |          655.46 |     367
         376 | Open-architected Intelligent Granite Mouse    | blue       |  668 |          968.23 |     255
         377 | Multi-lateral Awesome Cotton Car              | red        |  821 |           18.53 |     841
         378 | Adaptive Rustic Soft Chair                    | gold       |  561 |          601.18 |       7
         379 | Team-oriented Generic Granite Pizza           | gold       |  581 |          141.85 |     388
         380 | Down-sized Gorgeous Rubber Computer           | fuchsia    |  823 |           553.4 |     495
         381 | Team-oriented Handcrafted Cotton Keyboard     | orange     |  676 |          891.55 |     703
         382 | Secured Practical Steel Sausages              | gold       |  604 |          115.41 |     404
         383 | Profit-focused Fantastic Cotton Computer      | salmon     |  771 |          499.77 |     736
         384 | Optional Fantastic Rubber Chicken             | sky blue   |  932 |           354.4 |     319
         385 | De-engineered Sleek Steel Bacon               | lime       |  590 |           916.4 |     890
         386 | Right-sized Unbranded Concrete Bike           | yellow     |  742 |           13.94 |     375
         387 | Customizable Licensed Soft Ball               | turquoise  |  952 |           386.3 |     458
         388 | Expanded Ergonomic Soft Cheese                | salmon     |  135 |          785.95 |       5
         389 | Monitored Unbranded Concrete Towels           | gold       |  324 |           67.61 |     397
         390 | Digitized Tasty Concrete Fish                 | lime       |  964 |          146.44 |     299
         391 | Sharable Licensed Metal Pizza                 | gold       |  773 |          400.42 |     190
         392 | Robust Handmade Wooden Chips                  | teal       |  165 |          671.71 |     964
         393 | Focused Handmade Steel Gloves                 | lavender   |  644 |          726.56 |     124
         394 | Customer-focused Intelligent Fresh Keyboard   | plum       |  770 |          533.58 |     848
         395 | Sharable Small Fresh Salad                    | fuchsia    |  885 |          138.53 |     836
         396 | Upgradable Incredible Soft Car                | grey       |  212 |           536.4 |     545
         397 | Self-enabling Small Steel Fish                | lavender   |  497 |           205.3 |     479
         398 | Cloned Unbranded Steel Bacon                  | green      |  592 |          161.33 |     846
         399 | Switchable Rustic Fresh Table                 | olive      |  180 |           99.01 |     341
         400 | Persistent Intelligent Steel Computer         | plum       |  310 |          482.35 |     225
         401 | Persevering Generic Fresh Car                 | teal       |  864 |           13.49 |     718
         402 | Automated Gorgeous Cotton Fish                | orange     |  144 |          381.58 |     117
         403 | Triple-buffered Fantastic Frozen Sausages     | maroon     |  196 |          323.67 |     752
         404 | Persistent Generic Soft Keyboard              | violet     |  838 |           457.7 |     305
         405 | Focused Refined Frozen Pants                  | turquoise  |  610 |          738.72 |     576
         406 | Multi-layered Intelligent Metal Computer      | teal       |  867 |          983.65 |     422
         407 | Seamless Practical Frozen Fish                | black      |  435 |           32.69 |     637
         408 | Robust Rustic Metal Ball                      | blue       |  667 |             9.2 |     371
         409 | Future-proofed Gorgeous Frozen Fish           | lavender   |   86 |           675.5 |     102
         410 | Exclusive Tasty Plastic Chicken               | violet     |  794 |          216.13 |     995
         411 | Versatile Awesome Metal Keyboard              | blue       |  823 |          237.77 |     648
